11	8	4	12	9	15	3	10	13	7	2	16	1	14	5	6
12	7	3	11	10	16	4	9	14	8	1	15	2	13	6	5
13	2	6	14	15	9	5	16	11	1	8	10	7	12	3	4
14	1	5	13	16	10	6	15	12	2	7	9	8	11	4	3
15	4	8	16	13	11	7	14	9	3	6	12	5	10	1	2
16	3	7	15	14	12	8	13	10	4	5	11	6	9	2	1
1	15	16	14	10	2	3	5	9	4	7	13	12	6	11	8
2	16	15	13	9	1	4	6	10	3	8	14	11	5	12	7
3	13	14	16	12	4	1	7	11	2	5	15	10	8	9	6
4	14	13	15	11	3	2	8	12	1	6	16	9	7	10	5
5	11	12	10	14	6	7	1	13	8	3	9	16	2	15	4
6	12	11	9	13	5	8	2	14	7	4	10	15	1	16	3
7	9	10	12	16	8	5	3	15	6	1	11	14	4	13	2
8	10	9	11	15	7	6	4	16	5	2	12	13	3	14	1
9	7	8	6	2	10	11	13	1	12	15	5	4	14	3	16
10	8	7	5	1	9	12	14	2	11	16	6	3	13	4	15
11	5	6	8	4	12	9	15	3	10	13	7	2	16	1	14
12	6	5	7	3	11	10	16	4	9	14	8	1	15	2	13
13	3	4	2	6	14	15	9	5	16	11	1	8	10	7	12
14	4	3	1	5	13	16	10	6	15	12	2	7	9	8	11
15	1	2	4	8	16	13	11	7	14	9	3	6	12	5	10
16	2	1	3	7	15	14	12	8	13	10	4	5	11	6	9
1	16	14	10	2	3	5	9	4	7	13	12	6	11	8	15
2	15	13	9	1	4	6	10	3	8	14	11	5	12	7	16
3	14	16	12	4	1	7	11	2	5	15	10	8	9	6	13
4	13	15	11	3	2	8	12	1	6	16	9	7	10	5	14
5	12	10	14	6	7	1	13	8	3	9	16	2	15	4	11
6	11	9	13	5	8	2	14	7	4	10	15	1	16	3	12
7	10	12	16	8	5	3	15	6	1	11	14	4	13	2	9
8	9	11	15	7	6	4	16	5	2	12	13	3	14	1	10
9	8	6	2	10	11	13	1	12	15	5	4	14	3	16	7
10	7	5	1	9	12	14	2	11	16	6	3	13	4	15	8
11	6	8	4	12	9	15	3	10	13	7	2	16	1	14	5
12	5	7	3	11	10	16	4	9	14	8	1	15	2	13	6
13	4	2	6	14	15	9	5	16	11	1	8	10	7	12	3
14	3	1	5	13	16	10	6	15	12	2	7	9	8	11	4
15	2	4	8	16	13	11	7	14	9	3	6	12	5	10	1
16	1	3	7	15	14	12	8	13	10	4	5	11	6	9	2
